NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT,S1 minutes,S1 seconds,S2 minutes,S2 seconds,S3 minutes,S3 seconds,ELAPSED minutes,ELAPSED seconds,minutes,seconds,S1 Large minutes,S1 Large seconds,S2 Large minutes,S2 Large seconds,S3 Large minutes,S3 Large seconds,PIT_TIME Large minutes,PIT_TIME Large seconds
13,1,10,69,0,Not Available,00:23.152,0,00:20.841,0,00:22.788,2,127.0,17:25.3,17:25.3,00:23.2,00:20.8,00:22.8,ACO,00:00.00,0.0,DSo,250.0,Location 8,Free Practice 2,0,23.152,0,20.841,0,22.788,17,25.3,17,25.3,0,23.2,0,20.8,0,22.8,0,0.0
13,1,11,67,0,Not Available,00:25.729,0,00:28.723,0,00:30.705,0,99.6,18:50.4,18:50.4,00:25.7,00:28.7,00:30.7,ACO,00:00.00,0.0,DSo,235.0,Location 8,Free Practice 2,0,25.729,0,28.723,0,30.705,18,50.4,18,50.4,0,25.7,0,28.7,0,30.7,0,0.0
13,1,12,76,0,Not Available,00:23.461,0,00:21.292,0,00:23.415,0,124.4,19:58.6,19:58.6,00:23.5,00:21.3,00:23.4,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 8,Free Practice 2,0,23.461,0,21.292,0,23.415,19,58.6,19,58.6,0,23.5,0,21.3,0,23.4,0,0.0
13,1,13,68,0,Not Available,00:29.433,0,00:29.967,0,00:27.388,0,97.7,21:25.4,21:25.4,00:29.4,00:30.0,00:27.4,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 8,Free Practice 2,0,29.433,0,29.967,0,27.388,21,25.4,21,25.4,0,29.4,0,30.0,0,27.4,0,0.0
13,1,14,71,0,Not Available,00:23.342,0,00:21.292,0,00:23.384,0,124.6,22:33.4,22:33.4,00:23.3,00:21.3,00:23.4,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 8,Free Practice 2,0,23.342,0,21.292,0,23.384,22,33.4,22,33.4,0,23.3,0,21.3,0,23.4,0,0.0
13,1,15,71,0,B,00:24.996,0,00:22.819,0,01:31.3,0,60.9,24:52.5,24:52.5,00:25.0,00:22.8,01:31.3,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 8,Free Practice 2,0,24.996,0,22.819,1,31.3,24,52.5,24,52.5,0,25.0,0,22.8,1,31.3,0,0.0
13,1,16,67,0,Not Available,00:32.198,0,00:25.115,0,00:27.026,0,100.5,26:16.9,26:16.9,00:32.2,00:25.1,00:27.0,ACO,01:13.7,0.0,DSo,250.0,Location 8,Free Practice 2,0,32.198,0,25.115,0,27.026,26,16.9,26,16.9,0,32.2,0,25.1,0,27.0,1,13.7
13,1,17,87,2,Not Available,00:23.077,2,00:20.71,2,00:22.924,0,127.1,27:23.6,27:23.6,00:23.1,00:20.7,00:22.9,ACO,00:00.00,0.0,DSo,250.0,Location 8,Free Practice 2,0,23.077,0,20.71,0,22.924,27,23.6,27,23.6,0,23.1,0,20.7,0,22.9,0,0.0
13,1,18,130,0,Not Available,00:25.929,0,00:32.282,0,00:26.965,0,99.5,28:48.7,28:48.7,00:25.9,00:32.3,00:27.0,ACO,00:00.00,0.0,DSo,250.0,Location 8,Free Practice 2,0,25.929,0,32.282,0,26.965,28,48.7,28,48.7,0,25.9,0,32.3,0,27.0,0,0.0
13,1,19,175,0,Not Available,00:23.65,0,00:21.583,0,00:23.687,0,123.0,29:57.7,29:57.7,00:23.7,00:21.6,00:23.7,ACO,00:00.00,0.0,DSo,245.27729934550464,Location 8,Free Practice 2,0,23.65,0,21.583,0,23.687,29,57.7,29,57.7,0,23.7,0,21.6,0,23.7,0,0.0
17,1,1,0,0,Not Available,00:47.047,0,00:30.457,0,00:28.847,0,79.7,01:46.4,01:46.4,00:47.0,00:30.5,00:28.8,NVR,00:10.1,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,47.047,0,30.457,0,28.847,1,46.4,1,46.4,0,47.0,0,30.5,0,28.8,0,10.1
17,1,2,72,0,Not Available,00:27.71,0,00:27.261,0,00:26.078,0,104.6,03:07.4,03:07.4,00:27.7,00:27.3,00:26.1,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,27.71,0,27.261,0,26.078,3,7.4,3,7.4,0,27.7,0,27.3,0,26.1,0,0.0
17,1,3,69,0,Not Available,00:23.923,0,00:21.552,0,00:23.403,0,123.1,04:16.3,04:16.3,00:23.9,00:21.6,00:23.4,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,23.923,0,21.552,0,23.403,4,16.3,4,16.3,0,23.9,0,21.6,0,23.4,0,0.0
17,1,4,76,0,Not Available,00:30.164,0,00:33.619,0,00:26.88,0,93.5,05:46.9,05:46.9,00:30.2,00:33.6,00:26.9,NVR,00:00.00,0.0,ME,235.0,Location 8,Free Practice 2,0,30.164,0,33.619,0,26.88,5,46.9,5,46.9,0,30.2,0,33.6,0,26.9,0,0.0
17,1,5,70,0,Not Available,00:23.29,0,00:20.906,0,00:23.265,0,125.7,06:54.4,06:54.4,00:23.3,00:20.9,00:23.3,NVR,00:00.00,0.0,ME,250.0,Location 8,Free Practice 2,0,23.29,0,20.906,0,23.265,6,54.4,6,54.4,0,23.3,0,20.9,0,23.3,0,0.0
17,1,6,80,0,Not Available,00:29.421,0,00:30.118,0,00:27.328,0,97.6,08:21.3,08:21.3,00:29.4,00:30.1,00:27.3,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,29.421,0,30.118,0,27.328,8,21.3,8,21.3,0,29.4,0,30.1,0,27.3,0,0.0
17,1,7,68,0,Not Available,00:23.64,0,00:21.422,0,00:23.533,0,123.6,09:29.9,09:29.9,00:23.6,00:21.4,00:23.5,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,23.64,0,21.422,0,23.533,9,29.9,9,29.9,0,23.6,0,21.4,0,23.5,0,0.0
17,1,8,80,0,Not Available,00:27.735,0,00:30.273,0,00:27.091,0,99.6,10:55.0,10:55.0,00:27.7,00:30.3,00:27.1,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,27.735,0,30.273,0,27.091,10,55.0,10,55.0,0,27.7,0,30.3,0,27.1,0,0.0
17,1,9,67,0,Not Available,00:23.705,0,00:21.555,0,00:23.358,0,123.6,12:03.6,12:03.6,00:23.7,00:21.6,00:23.4,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,23.705,0,21.555,0,23.358,12,3.6,12,3.6,0,23.7,0,21.6,0,23.4,0,0.0
17,1,10,71,0,Not Available,00:28.094,0,00:27.464,0,00:24.713,0,105.6,13:23.9,13:23.9,00:28.1,00:27.5,00:24.7,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,28.094,0,27.464,0,24.713,13,23.9,13,23.9,0,28.1,0,27.5,0,24.7,0,0.0
17,1,11,90,0,Not Available,00:24.229,0,00:22.097,0,00:23.907,0,120.7,14:34.1,14:34.1,00:24.2,00:22.1,00:23.9,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,24.229,0,22.097,0,23.907,14,34.1,14,34.1,0,24.2,0,22.1,0,23.9,0,0.0
17,1,12,50,0,Not Available,00:24.468,0,00:22.109,0,00:23.881,0,120.3,15:44.5,15:44.5,00:24.5,00:22.1,00:23.9,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,24.468,0,22.109,0,23.881,15,44.5,15,44.5,0,24.5,0,22.1,0,23.9,0,0.0
17,1,13,78,0,Not Available,00:24.364,0,00:22.054,0,00:23.88,0,120.6,16:54.8,16:54.8,00:24.4,00:22.1,00:23.9,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,24.364,0,22.054,0,23.88,16,54.8,16,54.8,0,24.4,0,22.1,0,23.9,0,0.0
17,1,14,67,0,Not Available,00:24.448,0,00:22.019,0,00:23.873,0,120.5,18:05.2,18:05.2,00:24.4,00:22.0,00:23.9,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,24.448,0,22.019,0,23.873,18,5.2,18,5.2,0,24.4,0,22.0,0,23.9,0,0.0
17,1,15,4,0,Not Available,00:24.277,0,00:21.908,0,00:23.951,0,120.9,19:15.3,19:15.3,00:24.3,00:21.9,00:24.0,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,24.277,0,21.908,0,23.951,19,15.3,19,15.3,0,24.3,0,21.9,0,24.0,0,0.0
17,1,16,71,0,Not Available,00:24.346,0,00:22.041,0,00:24.051,0,120.4,20:25.8,20:25.8,00:24.3,00:22.0,00:24.1,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,24.346,0,22.041,0,24.051,20,25.8,20,25.8,0,24.3,0,22.0,0,24.1,0,0.0
17,1,17,75,0,B,00:24.701,0,00:24.392,0,01:14.2,0,68.7,22:29.1,22:29.1,00:24.7,00:24.4,01:14.2,NVR,00:00.00,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,24.701,0,24.392,1,14.2,22,29.1,22,29.1,0,24.7,0,24.4,1,14.2,0,0.0
17,1,18,0,0,Not Available,00:34.93,0,00:29.478,0,00:28.728,0,91.0,24:02.2,24:02.2,00:34.9,00:29.5,00:28.7,NVR,00:54.5,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,34.93,0,29.478,0,28.728,24,2.2,24,2.2,0,34.9,0,29.5,0,28.7,0,54.5
17,1,19,68,0,Not Available,00:27.563,0,00:25.388,0,00:24.392,0,109.6,25:19.6,25:19.6,00:27.6,00:25.4,00:24.4,NVR,00:00.00,0.0,ME,250.0,Location 8,Free Practice 2,0,27.563,0,25.388,0,24.392,25,19.6,25,19.6,0,27.6,0,25.4,0,24.4,0,0.0
17,1,20,81,2,Not Available,00:23.065,2,00:20.67,2,00:22.812,2,127.4,26:26.1,26:26.1,00:23.1,00:20.7,00:22.8,NVR,00:00.00,0.0,ME,250.0,Location 8,Free Practice 2,0,23.065,0,20.67,0,22.812,26,26.1,26,26.1,0,23.1,0,20.7,0,22.8,0,0.0
17,1,21,77,0,B,00:26.162,0,00:25.298,0,01:24.7,0,62.3,28:42.2,28:42.2,00:26.2,00:25.3,01:24.7,NVR,00:00.00,0.0,ME,250.0,Location 8,Free Practice 2,0,26.162,0,25.298,1,24.7,28,42.2,28,42.2,0,26.2,0,25.3,1,24.7,0,0.0
17,1,22,85,0,Not Available,00:41.454,0,00:26.03,0,00:28.81,0,88.0,30:18.5,30:18.5,00:41.5,00:26.0,00:28.8,NVR,01:05.9,0.0,ME,245.27729934550464,Location 8,Free Practice 2,0,41.454,0,26.03,0,28.81,30,18.5,30,18.5,0,41.5,0,26.0,0,28.8,1,5.9
20,1,1,70,0,Not Available,01:06.0,0,00:25.238,0,00:28.058,0,71.1,01:59.3,01:59.3,01:06.0,00:25.2,00:28.1,MEV,00:33.3,0.0,JE,245.27729934550464,Location 8,Free Practice 2,1,6.0,0,25.238,0,28.058,1,59.3,1,59.3,1,6.0,0,25.2,0,28.1,0,33.3
20,1,2,83,0,Not Available,00:26.812,0,00:27.048,0,00:37.389,0,92.9,03:30.5,03:30.5,00:26.8,00:27.0,00:37.4,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,26.812,0,27.048,0,37.389,3,30.5,3,30.5,0,26.8,0,27.0,0,37.4,0,0.0
20,1,3,69,0,Not Available,00:23.886,0,00:21.537,0,00:23.372,0,123.2,04:39.3,04:39.3,00:23.9,00:21.5,00:23.4,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,23.886,0,21.537,0,23.372,4,39.3,4,39.3,0,23.9,0,21.5,0,23.4,0,0.0
20,1,4,83,0,Not Available,00:24.227,0,00:22.027,0,00:24.069,0,120.6,05:49.6,05:49.6,00:24.2,00:22.0,00:24.1,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,24.227,0,22.027,0,24.069,5,49.6,5,49.6,0,24.2,0,22.0,0,24.1,0,0.0
20,1,5,66,0,Not Available,00:24.064,0,00:21.972,0,00:24.007,0,121.0,06:59.7,06:59.7,00:24.1,00:22.0,00:24.0,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,24.064,0,21.972,0,24.007,6,59.7,6,59.7,0,24.1,0,22.0,0,24.0,0,0.0
20,1,6,70,0,Not Available,00:24.053,0,00:21.972,0,00:24.077,0,120.9,08:09.8,08:09.8,00:24.1,00:22.0,00:24.1,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,24.053,0,21.972,0,24.077,8,9.8,8,9.8,0,24.1,0,22.0,0,24.1,0,0.0
20,1,7,67,0,Not Available,00:26.67,0,00:26.039,0,00:35.11,0,96.5,09:37.6,09:37.6,00:26.7,00:26.0,00:35.1,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,26.67,0,26.039,0,35.11,9,37.6,9,37.6,0,26.7,0,26.0,0,35.1,0,0.0
20,1,8,75,0,Not Available,00:23.55,0,00:21.35,0,00:23.336,0,124.2,10:45.8,10:45.8,00:23.6,00:21.3,00:23.3,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,23.55,0,21.35,0,23.336,10,45.8,10,45.8,0,23.6,0,21.3,0,23.3,0,0.0
20,1,9,69,0,B,00:24.511,0,00:25.198,0,08:36.8,0,15.0,20:12.3,20:12.3,00:24.5,00:25.2,08:36.8,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,24.511,0,25.198,8,36.8,20,12.3,20,12.3,0,24.5,0,25.2,8,36.8,0,0.0
20,1,10,69,0,Not Available,00:34.402,0,00:25.5,0,00:25.251,0,99.6,21:37.5,21:37.5,00:34.4,00:25.5,00:25.3,MEV,08:17.9,0.0,JE,235.0,Location 8,Free Practice 2,0,34.402,0,25.5,0,25.251,21,37.5,21,37.5,0,34.4,0,25.5,0,25.3,8,17.9
20,1,11,0,2,Not Available,00:23.075,2,00:20.837,0,00:22.882,0,126.9,22:44.3,22:44.3,00:23.1,00:20.8,00:22.9,MEV,00:00.00,0.0,JE,250.0,Location 8,Free Practice 2,0,23.075,0,20.837,0,22.882,22,44.3,22,44.3,0,23.1,0,20.8,0,22.9,0,0.0
20,1,12,68,0,B,00:24.079,0,00:22.307,0,01:46.5,0,55.5,25:17.1,25:17.1,00:24.1,00:22.3,01:46.5,MEV,00:00.00,0.0,JE,235.0,Location 8,Free Practice 2,0,24.079,0,22.307,1,46.5,25,17.1,25,17.1,0,24.1,0,22.3,1,46.5,0,0.0
20,1,13,190,0,Not Available,00:31.724,0,00:23.234,0,00:25.43,0,105.5,26:37.5,26:37.5,00:31.7,00:23.2,00:25.4,MEV,01:29.4,0.0,JE,250.0,Location 8,Free Practice 2,0,31.724,0,23.234,0,25.43,26,37.5,26,37.5,0,31.7,0,23.2,0,25.4,1,29.4
20,1,14,120,0,Not Available,00:23.489,0,00:20.665,2,00:22.804,2,126.6,27:44.5,27:44.5,00:23.5,00:20.7,00:22.8,MEV,00:00.00,0.0,JE,250.0,Location 8,Free Practice 2,0,23.489,0,20.665,0,22.804,27,44.5,27,44.5,0,23.5,0,20.7,0,22.8,0,0.0
20,1,15,88,0,Not Available,00:25.134,0,00:24.977,0,00:26.58,0,110.5,29:01.2,29:01.2,00:25.1,00:25.0,00:26.6,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,25.134,0,24.977,0,26.58,29,1.2,29,1.2,0,25.1,0,25.0,0,26.6,0,0.0
20,1,16,71,0,Not Available,00:23.664,0,00:21.419,0,00:23.557,0,123.5,30:09.8,30:09.8,00:23.7,00:21.4,00:23.6,MEV,00:00.00,0.0,JE,245.27729934550464,Location 8,Free Practice 2,0,23.664,0,21.419,0,23.557,30,9.8,30,9.8,0,23.7,0,21.4,0,23.6,0,0.0
22,1,1,76,0,Not Available,04:03.0,0,00:25.123,0,00:27.365,0,28.7,04:55.5,04:55.5,04:03.0,00:25.1,00:27.4,OROWL,03:28.7,0.0,N ,245.27729934550464,Location 8,Free Practice 2,4,3.0,0,25.123,0,27.365,4,55.5,4,55.5,4,3.0,0,25.1,0,27.4,3,28.7
22,1,2,70,0,Not Available,00:27.712,0,00:26.223,0,00:28.941,0,102.3,06:18.4,06:18.4,00:27.7,00:26.2,00:28.9,OROWL,00:00.00,0.0,N ,235.0,Location 8,Free Practice 2,0,27.712,0,26.223,0,28.941,6,18.4,6,18.4,0,27.7,0,26.2,0,28.9,0,0.0
22,1,3,146,2,Not Available,00:23.28,2,00:20.819,2,00:22.957,0,126.4,07:25.4,07:25.4,00:23.3,00:20.8,00:23.0,OROWL,00:00.00,0.0,N ,250.0,Location 8,Free Practice 2,0,23.28,0,20.819,0,22.957,7,25.4,7,25.4,0,23.3,0,20.8,0,23.0,0,0.0
22,1,4,67,0,B,00:25.167,0,00:24.847,0,04:30.4,0,26.5,12:45.9,12:45.9,00:25.2,00:24.8,04:30.4,OROWL,00:00.00,0.0,N ,235.0,Location 8,Free Practice 2,0,25.167,0,24.847,4,30.4,12,45.9,12,45.9,0,25.2,0,24.8,4,30.4,0,0.0
22,1,5,87,0,Not Available,00:30.859,0,00:26.933,0,00:27.983,0,98.8,14:11.7,14:11.7,00:30.9,00:26.9,00:28.0,OROWL,04:06.3,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,30.859,0,26.933,0,27.983,14,11.7,14,11.7,0,30.9,0,26.9,0,28.0,4,6.3
22,1,6,69,0,Not Available,00:23.641,0,00:21.49,0,00:23.238,0,124.0,15:20.0,15:20.0,00:23.6,00:21.5,00:23.2,OROWL,00:00.00,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,23.641,0,21.49,0,23.238,15,20.0,15,20.0,0,23.6,0,21.5,0,23.2,0,0.0
22,1,7,74,0,Not Available,00:24.621,0,00:22.096,0,00:23.966,0,119.9,16:30.7,16:30.7,00:24.6,00:22.1,00:24.0,OROWL,00:00.00,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,24.621,0,22.096,0,23.966,16,30.7,16,30.7,0,24.6,0,22.1,0,24.0,0,0.0
22,1,8,79,0,Not Available,00:24.333,0,00:22.041,0,00:24.035,0,120.4,17:41.1,17:41.1,00:24.3,00:22.0,00:24.0,OROWL,00:00.00,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,24.333,0,22.041,0,24.035,17,41.1,17,41.1,0,24.3,0,22.0,0,24.0,0,0.0
22,1,9,83,0,Not Available,00:24.176,0,00:22.079,0,00:24.075,0,120.5,18:51.5,18:51.5,00:24.2,00:22.1,00:24.1,OROWL,00:00.00,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,24.176,0,22.079,0,24.075,18,51.5,18,51.5,0,24.2,0,22.1,0,24.1,0,0.0
22,1,10,70,0,Not Available,00:25.447,0,00:29.355,0,00:32.915,0,96.7,20:19.2,20:19.2,00:25.4,00:29.4,00:32.9,OROWL,00:00.00,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,25.447,0,29.355,0,32.915,20,19.2,20,19.2,0,25.4,0,29.4,0,32.9,0,0.0
22,1,11,70,0,Not Available,00:23.668,0,00:21.678,0,00:23.497,0,123.1,21:28.0,21:28.0,00:23.7,00:21.7,00:23.5,OROWL,00:00.00,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,23.668,0,21.678,0,23.497,21,28.0,21,28.0,0,23.7,0,21.7,0,23.5,0,0.0
22,1,12,78,0,B,00:25.099,0,00:23.822,0,03:51.8,0,30.2,26:08.7,26:08.7,00:25.1,00:23.8,03:51.8,OROWL,00:00.00,0.0,N ,245.27729934550464,Location 8,Free Practice 2,0,25.099,0,23.822,3,51.8,26,8.7,26,8.7,0,25.1,0,23.8,3,51.8,0,0.0
22,1,13,89,0,Not Available,00:34.973,0,00:24.969,0,00:25.098,0,99.7,27:33.7,27:33.7,00:35.0,00:25.0,00:25.1,OROWL,03:35.1,0.0,N ,250.0,Location 8,Free Practice 2,0,34.973,0,24.969,0,25.098,27,33.7,27,33.7,0,35.0,0,25.0,0,25.1,3,35.1
22,1,14,92,0,Not Available,00:23.438,0,00:21.144,0,00:22.706,2,126.0,28:41.0,28:41.0,00:23.4,00:21.1,00:22.7,OROWL,00:00.00,0.0,N ,250.0,Location 8,Free Practice 2,0,23.438,0,21.144,0,22.706,28,41.0,28,41.0,0,23.4,0,21.1,0,22.7,0,0.0
22,1,15,68,0,Not Available,00:25.363,0,00:25.925,0,00:27.981,0,107.0,30:00.3,30:00.3,00:25.4,00:25.9,00:28.0,OROWL,00:00.00,0.0,N ,250.0,Location 8,Free Practice 2,0,25.363,0,25.925,0,27.981,30,0.3,30,0.3,0,25.4,0,25.9,0,28.0,0,0.0
23,1,1,69,0,Not Available,03:18.2,0,00:26.439,0,00:27.01,0,33.7,04:11.6,04:11.6,03:18.2,00:26.4,00:27.0,SBU,02:43.8,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,3,18.2,0,26.439,0,27.01,4,11.6,4,11.6,3,18.2,0,26.4,0,27.0,2,43.8
23,1,2,90,0,Not Available,00:28.296,0,00:29.256,0,00:29.102,0,97.8,05:38.3,05:38.3,00:28.3,00:29.3,00:29.1,SBU,00:00.00,0.0,Nt,235.0,Location 8,Free Practice 2,0,28.296,0,29.256,0,29.102,5,38.3,5,38.3,0,28.3,0,29.3,0,29.1,0,0.0
23,1,3,79,0,Not Available,00:23.289,2,00:21.041,0,00:22.942,2,126.0,06:45.5,06:45.5,00:23.3,00:21.0,00:22.9,SBU,00:00.00,0.0,Nt,235.0,Location 8,Free Practice 2,0,23.289,0,21.041,0,22.942,6,45.5,6,45.5,0,23.3,0,21.0,0,22.9,0,0.0
23,1,4,77,0,Not Available,00:27.69,0,00:23.241,0,00:32.579,0,101.5,08:09.0,08:09.0,00:27.7,00:23.2,00:32.6,SBU,00:00.00,0.0,Nt,235.0,Location 8,Free Practice 2,0,27.69,0,23.241,0,32.579,8,9.0,8,9.0,0,27.7,0,23.2,0,32.6,0,0.0
23,1,5,68,0,Not Available,00:23.708,0,00:21.638,0,00:23.345,0,123.4,09:17.7,09:17.7,00:23.7,00:21.6,00:23.3,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,23.708,0,21.638,0,23.345,9,17.7,9,17.7,0,23.7,0,21.6,0,23.3,0,0.0
23,1,6,69,0,B,00:26.249,0,00:22.133,0,03:21.1,0,34.0,13:27.2,13:27.2,00:26.2,00:22.1,03:21.1,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,26.249,0,22.133,3,21.1,13,27.2,13,27.2,0,26.2,0,22.1,3,21.1,0,0.0
23,1,7,91,0,Not Available,00:32.693,0,00:24.211,0,00:24.733,0,103.8,14:48.8,14:48.8,00:32.7,00:24.2,00:24.7,SBU,03:04.6,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,32.693,0,24.211,0,24.733,14,48.8,14,48.8,0,32.7,0,24.2,0,24.7,3,4.6
23,1,8,75,0,Not Available,00:24.263,0,00:22.191,0,00:24.077,0,120.2,15:59.4,15:59.4,00:24.3,00:22.2,00:24.1,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,24.263,0,22.191,0,24.077,15,59.4,15,59.4,0,24.3,0,22.2,0,24.1,0,0.0
23,1,9,70,0,Not Available,00:24.267,0,00:22.225,0,00:24.066,0,120.2,17:09.9,17:09.9,00:24.3,00:22.2,00:24.1,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,24.267,0,22.225,0,24.066,17,9.9,17,9.9,0,24.3,0,22.2,0,24.1,0,0.0
23,1,10,69,0,Not Available,00:24.242,0,00:22.185,0,00:24.079,0,120.2,18:20.4,18:20.4,00:24.2,00:22.2,00:24.1,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,24.242,0,22.185,0,24.079,18,20.4,18,20.4,0,24.2,0,22.2,0,24.1,0,0.0
23,1,11,85,0,Not Available,00:24.261,0,00:22.223,0,00:24.019,0,120.3,19:30.9,19:30.9,00:24.3,00:22.2,00:24.0,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,24.261,0,22.223,0,24.019,19,30.9,19,30.9,0,24.3,0,22.2,0,24.0,0,0.0
23,1,12,79,0,Not Available,00:24.103,0,00:22.219,0,00:23.966,0,120.6,20:41.2,20:41.2,00:24.1,00:22.2,00:24.0,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,24.103,0,22.219,0,23.966,20,41.2,20,41.2,0,24.1,0,22.2,0,24.0,0,0.0
23,1,13,71,0,B,00:24.331,0,00:22.776,0,04:47.7,0,25.3,26:16.0,26:16.0,00:24.3,00:22.8,04:47.7,SBU,00:00.00,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,24.331,0,22.776,4,47.7,26,16.0,26,16.0,0,24.3,0,22.8,4,47.7,0,0.0
23,1,14,109,0,Not Available,00:33.036,0,00:23.92,0,00:25.678,0,102.6,27:38.7,27:38.7,00:33.0,00:23.9,00:25.7,SBU,04:31.6,0.0,Nt,245.27729934550464,Location 8,Free Practice 2,0,33.036,0,23.92,0,25.678,27,38.7,27,38.7,0,33.0,0,23.9,0,25.7,4,31.6
23,1,15,68,0,Not Available,00:24.957,0,00:23.892,0,00:26.377,0,112.7,28:53.9,28:53.9,00:25.0,00:23.9,00:26.4,SBU,00:00.00,0.0,Nt,250.0,Location 8,Free Practice 2,0,24.957,0,23.892,0,26.377,28,53.9,28,53.9,0,25.0,0,23.9,0,26.4,0,0.0
23,1,16,70,2,Not Available,00:23.32,0,00:20.911,2,00:22.947,0,126.2,30:01.1,30:01.1,00:23.3,00:20.9,00:22.9,SBU,00:00.00,0.0,Nt,250.0,Location 8,Free Practice 2,0,23.32,0,20.911,0,22.947,30,1.1,30,1.1,0,23.3,0,20.9,0,22.9,0,0.0
25,1,1,67,0,Not Available,01:11.0,0,00:29.001,0,00:28.184,0,66.1,02:08.2,02:08.2,01:11.0,00:29.0,00:28.2,JVER,00:35.1,0.0,DS,245.27729934550464,Location 8,Free Practice 2,1,11.0,0,29.001,0,28.184,2,8.2,2,8.2,1,11.0,0,29.0,0,28.2,0,35.1
25,1,2,77,0,Not Available,00:23.757,0,00:21.483,0,00:23.567,0,123.2,03:17.0,03:17.0,00:23.8,00:21.5,00:23.6,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,23.757,0,21.483,0,23.567,3,17.0,3,17.0,0,23.8,0,21.5,0,23.6,0,0.0
25,1,3,67,0,Not Available,00:30.382,0,00:38.624,0,00:28.353,0,87.1,04:54.3,04:54.3,00:30.4,00:38.6,00:28.4,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,30.382,0,38.624,0,28.353,4,54.3,4,54.3,0,30.4,0,38.6,0,28.4,0,0.0
25,1,4,69,0,Not Available,00:23.448,0,00:21.239,0,00:23.339,0,124.6,06:02.4,06:02.4,00:23.4,00:21.2,00:23.3,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,23.448,0,21.239,0,23.339,6,2.4,6,2.4,0,23.4,0,21.2,0,23.3,0,0.0
